id,total_sleep_records,total_minutes_asleep,total_time_in_bed,source_period,source_file,sleep_date,sleep_hours,time_in_bed_hours,sleep_efficiency,day_of_week
4319703577,1,497,522,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-28,8.28,8.7,0.9521,jueves
4319703577,1,523,546,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-29,8.72,9.1,0.9579,viernes
4319703577,1,490,516,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-30,8.17,8.6,0.9496,sábado
4319703577,1,484,500,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-01,8.07,8.33,0.968,domingo
4319703577,1,478,506,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-02,7.97,8.43,0.9447,lunes
4319703577,1,474,512,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-03,7.9,8.53,0.9258,martes
4319703577,1,450,491,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-06,7.5,8.18,0.9165,viernes
4319703577,1,507,530,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-07,8.45,8.83,0.9566,sábado
4319703577,1,602,638,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-08,10.03,10.63,0.9436,domingo
4319703577,1,535,565,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-09,8.92,9.42,0.9469,lunes
4319703577,1,487,517,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-10,8.12,8.62,0.942,martes
4319703577,1,529,558,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-11,8.82,9.3,0.948,miércoles
4319703577,1,302,321,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-12,5.03,5.35,0.9408,jueves
4388161847,1,499,526,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-15,8.32,8.77,0.9487,viernes
4388161847,2,426,448,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-16,7.1,7.47,0.9509,sábado
4388161847,2,619,641,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-17,10.32,10.68,0.9657,domingo
4388161847,1,99,104,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-18,1.65,1.73,0.9519,lunes
4388161847,1,329,338,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-19,5.48,5.63,0.9734,martes
4388161847,1,421,451,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-20,7.02,7.52,0.9335,miércoles
4388161847,1,442,458,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-21,7.37,7.63,0.9651,jueves
4388161847,1,82,85,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-22,1.37,1.42,0.9647,viernes
4388161847,1,478,501,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-23,7.97,8.35,0.9541,sábado
4388161847,3,552,595,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-24,9.2,9.92,0.9277,domingo
4388161847,1,319,346,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-26,5.32,5.77,0.922,martes
4388161847,1,439,500,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-27,7.32,8.33,0.878,miércoles
4388161847,1,428,458,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-28,7.13,7.63,0.9345,jueves
4388161847,2,409,430,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-30,6.82,7.17,0.9512,sábado
4388161847,1,547,597,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-01,9.12,9.95,0.9162,domingo
4388161847,2,368,376,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-02,6.13,6.27,0.9787,lunes
4388161847,1,390,414,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-04,6.5,6.9,0.942,miércoles
4388161847,1,471,495,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-05,7.85,8.25,0.9515,jueves
4388161847,1,472,496,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-07,7.87,8.27,0.9516,sábado
4388161847,2,529,541,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-08,8.82,9.02,0.9778,domingo
4388161847,1,62,65,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-09,1.03,1.08,0.9538,lunes
4388161847,1,354,375,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-10,5.9,6.25,0.944,martes
4388161847,1,469,494,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-11,7.82,8.23,0.9494,miércoles
4445114986,2,429,457,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-12,7.15,7.62,0.9387,martes
4445114986,2,370,406,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-13,6.17,6.77,0.9113,miércoles
4445114986,1,441,492,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-14,7.35,8.2,0.8963,jueves
4445114986,2,337,379,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-15,5.62,6.32,0.8892,viernes
4445114986,1,462,499,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-16,7.7,8.32,0.9259,sábado
4445114986,1,98,107,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-17,1.63,1.78,0.9159,domingo
4445114986,2,388,424,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-19,6.47,7.07,0.9151,martes
4445114986,1,439,462,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-20,7.32,7.7,0.9502,miércoles
4445114986,1,436,469,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-21,7.27,7.82,0.9296,jueves
4445114986,1,388,417,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-22,6.47,6.95,0.9305,viernes
4445114986,1,328,345,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-25,5.47,5.75,0.9507,lunes
4445114986,2,353,391,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-26,5.88,6.52,0.9028,martes
4445114986,1,332,374,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-27,5.53,6.23,0.8877,miércoles
4445114986,1,419,442,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-28,6.98,7.37,0.948,jueves
4445114986,1,106,108,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-29,1.77,1.8,0.9815,viernes
4445114986,1,322,353,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-30,5.37,5.88,0.9122,sábado
4445114986,2,439,459,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-01,7.32,7.65,0.9564,domingo
4445114986,1,502,542,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-02,8.37,9.03,0.9262,lunes
4445114986,2,417,450,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-03,6.95,7.5,0.9267,martes
4445114986,2,337,363,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-04,5.62,6.05,0.9284,miércoles
4445114986,2,462,513,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-05,7.7,8.55,0.9006,jueves
4445114986,2,374,402,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-06,6.23,6.7,0.9303,viernes
4445114986,2,401,436,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-07,6.68,7.27,0.9197,sábado
4445114986,1,361,391,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-08,6.02,6.52,0.9233,domingo
4445114986,1,457,533,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-09,7.62,8.88,0.8574,lunes
4445114986,1,405,426,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-10,6.75,7.1,0.9507,martes
4445114986,1,499,530,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-11,8.32,8.83,0.9415,miércoles
4445114986,1,483,501,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-12,8.05,8.35,0.9641,jueves
4558609924,1,126,137,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-21,2.1,2.28,0.9197,jueves
4558609924,1,103,121,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-26,1.72,2.02,0.8512,martes
4558609924,1,171,179,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-29,2.85,2.98,0.9553,viernes
4558609924,1,115,129,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-01,1.92,2.15,0.8915,domingo
4558609924,1,123,134,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-08,2.05,2.23,0.9179,domingo
4702921684,1,425,439,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-12,7.08,7.32,0.9681,martes
4702921684,2,400,430,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-13,6.67,7.17,0.9302,miércoles
4702921684,1,384,415,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-14,6.4,6.92,0.9253,jueves
4702921684,1,253,257,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-15,4.22,4.28,0.9844,viernes
4702921684,2,382,406,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-16,6.37,6.77,0.9409,sábado
4702921684,1,591,612,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-17,9.85,10.2,0.9657,domingo
4702921684,1,293,312,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-18,4.88,5.2,0.9391,lunes
4702921684,1,457,487,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-19,7.62,8.12,0.9384,martes
4702921684,1,454,468,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-20,7.57,7.8,0.9701,miércoles
4702921684,1,425,434,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-21,7.08,7.23,0.9793,jueves
4702921684,1,465,475,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-23,7.75,7.92,0.9789,sábado
4702921684,1,480,506,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-24,8.0,8.43,0.9486,domingo
4702921684,1,370,380,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-25,6.17,6.33,0.9737,lunes
4702921684,1,421,429,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-26,7.02,7.15,0.9814,martes
4702921684,1,432,449,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-27,7.2,7.48,0.9621,miércoles
4702921684,1,442,461,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-28,7.37,7.68,0.9588,jueves
4702921684,1,433,447,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-29,7.22,7.45,0.9687,viernes
4702921684,1,479,501,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-30,7.98,8.35,0.9561,sábado
4702921684,1,327,373,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-03,5.45,6.22,0.8767,martes
4702921684,1,412,434,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-04,6.87,7.23,0.9493,miércoles
4702921684,1,414,428,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-05,6.9,7.13,0.9673,jueves
4702921684,1,404,449,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-06,6.73,7.48,0.8998,viernes
4702921684,1,520,543,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-07,8.67,9.05,0.9576,sábado
4702921684,1,435,458,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-09,7.25,7.63,0.9498,lunes
4702921684,1,416,431,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-10,6.93,7.18,0.9652,martes
4702921684,1,354,366,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-11,5.9,6.1,0.9672,miércoles
4702921684,1,404,442,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-12,6.73,7.37,0.914,jueves
5553957443,1,441,464,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-12,7.35,7.73,0.9504,martes
5553957443,2,455,488,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-13,7.58,8.13,0.9324,miércoles
5553957443,1,357,418,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-14,5.95,6.97,0.8541,jueves
5553957443,1,377,409,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-15,6.28,6.82,0.9218,viernes
5553957443,2,651,686,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-16,10.85,11.43,0.949,sábado
5553957443,1,350,402,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-17,5.83,6.7,0.8706,domingo
5553957443,2,520,541,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-18,8.67,9.02,0.9612,lunes
5553957443,1,357,410,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-19,5.95,6.83,0.8707,martes
5553957443,1,658,678,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-20,10.97,11.3,0.9705,miércoles
5553957443,1,399,431,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-21,6.65,7.18,0.9258,jueves
5553957443,1,322,353,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-22,5.37,5.88,0.9122,viernes
5553957443,2,631,725,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-23,10.52,12.08,0.8703,sábado
5553957443,2,553,640,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-24,9.22,10.67,0.8641,domingo
5553957443,1,433,468,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-25,7.22,7.8,0.9252,lunes
5553957443,1,412,453,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-26,6.87,7.55,0.9095,martes
5553957443,1,347,391,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-27,5.78,6.52,0.8875,miércoles
5553957443,1,421,457,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-28,7.02,7.62,0.9212,jueves
5553957443,1,450,495,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-29,7.5,8.25,0.9091,viernes
5553957443,2,775,843,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-30,12.92,14.05,0.9193,sábado
5553957443,2,622,686,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-01,10.37,11.43,0.9067,domingo
5553957443,1,409,471,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-02,6.82,7.85,0.8684,lunes
5553957443,1,380,429,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-03,6.33,7.15,0.8858,martes
5553957443,1,447,470,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-04,7.45,7.83,0.9511,miércoles
5553957443,1,419,464,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-05,6.98,7.73,0.903,jueves
5553957443,1,400,434,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-06,6.67,7.23,0.9217,viernes
5553957443,1,442,470,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-07,7.37,7.83,0.9404,sábado
5553957443,1,568,608,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-08,9.47,10.13,0.9342,domingo
5553957443,1,453,494,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-09,7.55,8.23,0.917,lunes
5553957443,1,418,443,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-10,6.97,7.38,0.9436,martes
5553957443,1,463,486,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-11,7.72,8.1,0.9527,miércoles
5553957443,1,438,475,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-05-12,7.3,7.92,0.9221,jueves
5577150313,1,419,438,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-12,6.98,7.3,0.9566,martes
5577150313,1,432,458,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-13,7.2,7.63,0.9432,miércoles
5577150313,1,477,497,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-14,7.95,8.28,0.9598,jueves
5577150313,1,392,413,4.12.16-5.12.16,data/raw/mturkfitbit_export_4.12.16-5.12.16/Fitabase Data 4.12.16-5.12.16/sleepDay_merged.csv,2016-04-15,6.53,6.88,0.9492,viernes
